型号,机号,传动方式,主轴转速,流量,全压,电机型号,功率
4-72,2.8,A,2900,1131,994,Y90S-2,1.5
4-72,2.8,A,2900,1310,966,Y90S-2,1.5
4-72,2.8,A,2900,1480,933,Y90S-2,1.5
4-72,2.8,A,2900,1659,887,Y90S-2,1.5
4-72,2.8,A,2900,1828,835,Y90S-2,1.5
4-72,2.8,A,2900,2007,770,Y90S-2,1.5
4-72,2.8,A,2900,2177,702,Y90S-2,1.5
4-72,2.8,A,2900,2356,606,Y90S-2,1.5
4-72,3.2,A,2900,1688,1300,Y90L-2,1.5
4-72,3.2,A,2900,1955,1263,Y90L-2,2.2
4-72,3.2,A,2900,2209,1220,Y90L-2,2.2
4-72,3.2,A,2900,2476,1160,Y90L-2,2.2
4-72,3.2,A,2900,2729,1091,Y90L-2,2.2
4-72,3.2,A,2900,2996,1006,Y90L-2,2.2
4-72,3.2,A,2900,3250,918,Y90L-2,2.2
4-72,3.2,A,2900,3517,792,Y90L-2,2.2
4-72,3.2,A,1450,844,324,Y90S-4,1.1
4-72,3.2,A,1450,978,315,Y90S-4,1.1
4-72,3.2,A,1450,1104,304,Y90S-4,1.1
4-72,3.2,A,1450,1238,289,Y90S-4,1.1
4-72,3.2,A,1450,1365,272,Y90S-4,1.1
4-72,3.2,A,1450,1498,251,Y90S-4,1.1
4-72,3.2,A,1450,1625,229,Y90S-4,1.1
4-72,3.2,A,1450,1758,198,Y90S-4,1.1
4-72,3.6,A,2900,2664,1578,Y100L-2,3
4-72,3.6,A,2900,3045,1531,Y100L-2,3
4-72,3.6,A,2900,3405,1481,Y100L-2,3
4-72,3.6,A,2900,3786,1419,Y100L-2,3
4-72,3.6,A,2900,4146,1343,Y100L-2,3
4-72,3.6,A,2900,4527,1256,Y100L-2,3
4-72,3.6,A,2900,4887,1144,Y100L-2,3
4-72,3.6,A,2900,5268,989,Y100L-2,3
4-72,3.6,A,1450,1332,393,Y90S-4,1.1
4-72,3.6,A,1450,1522,381,Y90S-4,1.1
4-72,3.6,A,1450,1703,369,Y90S-4,1.1
4-72,3.6,A,1450,1893,353,Y90S-4,1.1
4-72,3.6,A,1450,2073,335,Y90S-4,1.1
4-72,3.6,A,1450,2263,313,Y90S-4,1.1
4-72,3.6,A,1450,2444,285,Y90S-4,1.1
4-72,3.6,A,1450,2634,247,Y90S-4,1.1
4-72,4,A,2900,4012,2014,Y132S1-2,5.5
4-72,4,A,2900,4506,1969,Y132S1-2,5.5
4-72,4,A,2900,4973,1915,Y132S1-2,5.5
4-72,4,A,2900,5468,1830,Y132S1-2,5.5
4-72,4,A,2900,5962,1723,Y132S1-2,5.5
4-72,4,A,2900,6457,1606,Y132S1-2,5.5
4-72,4,A,2900,6924,1459,Y132S1-2,5.5
4-72,4,A,2900,7419,1320,Y132S1-2,5.5
4-72,4,A,1450,2006,501,Y90S-4,1.1
4-72,4,A,1450,2253,490,Y90S-4,1.1
4-72,4,A,1450,2487,476,Y90S-4,1.1
4-72,4,A,1450,2734,455,Y90S-4,1.1
4-72,4,A,1450,2981,429,Y90S-4,1.1
4-72,4,A,1450,3228,400,Y90S-4,1.1
4-72,4,A,1450,3462,363,Y90S-4,1.1
4-72,4,A,1450,3709,329,Y90S-4,1.1
4-72,4.5,A,2900,5712,2554,Y132S2-2,7.5
4-72,4.5,A,2900,6416,2497,Y132S2-2,7.5
4-72,4.5,A,2900,7081,2428,Y132S2-2,7.5
4-72,4.5,A,2900,7785,2320,Y132S2-2,7.5
4-72,4.5,A,2900,8489,2184,Y132S2-2,7.5
4-72,4.5,A,2900,9194,2036,Y132S2-2,7.5
4-72,4.5,A,2900,9859,1849,Y132S2-2,7.5
4-72,4.5,A,2900,10562,1673,Y132S2-2,7.5
4-72,4.5,A,1450,2856,634,Y90S-4,1.1
4-72,4.5,A,1450,3208,620,Y90S-4,1.1
4-72,4.5,A,1450,3540,603,Y90S-4,1.1
4-72,4.5,A,1450,3893,577,Y90S-4,1.1
4-72,4.5,A,1450,4245,543,Y90S-4,1.1
4-72,4.5,A,1450,4597,506,Y90S-4,1.1
4-72,4.5,A,1450,4929,460,Y90S-4,1.1
4-72,4.5,A,1450,5281,416,Y90S-4,1.1
4-72,5,A,2900,7728,3178,Y160M2-2,15
4-72,5,A,2900,8855,3145,Y160M2-2,15
4-72,5,A,2900,9928,3074,Y160M2-2,15
4-72,5,A,2900,11054,2962,Y160M2-2,15
4-72,5,A,2900,12128,2792,Y160M2-2,15
4-72,5,A,2900,13255,2567,Y160M2-2,15
4-72,5,A,2900,14328,2335,Y160M2-2,15
4-72,5,A,2900,15455,2019,Y160M2-2,15
4-72,5,A,1450,3864,790,Y100L1-4,2.2
4-72,5,A,1450,4427,780,Y100L1-4,2.2
4-72,5,A,1450,4964,762,Y100L1-4,2.2
4-72,5,A,1450,5527,735,Y100L1-4,2.2
4-72,5,A,1450,6064,693,Y100L1-4,2.2
4-72,5,A,1450,6628,637,Y100L1-4,2.2
4-72,5,A,1450,7164,580,Y100L1-4,2.2
4-72,5,A,1450,7728,502,Y100L1-4,2.2
4-72,6,A,1450,6677,1139,Y112M-4,4
4-72,6,A,1450,7650,1124,Y112M-4,4
4-72,6,A,1450,8578,1099,Y112M-4,4
4-72,6,A,1450,9551,1059,Y112M-4,4
4-72,6,A,1450,10478,999,Y112M-4,4
4-72,6,A,1450,11452,919,Y112M-4,4
4-72,6,A,1450,12379,836,Y112M-4,4
4-72,6,A,1450,13353,724,Y112M-4,4
4-72,6,A,960,4420,498,Y100L-6,1.5
4-72,6,A,960,5065,492,Y100L-6,1.5
4-72,6,A,960,5679,481,Y100L-6,1.5
4-72,6,A,960,6324,463,Y100L-6,1.5
4-72,6,A,960,6938,437,Y100L-6,1.5
4-72,6,A,960,7582,402,Y100L-6,1.5
4-72,6,A,960,8196,366,Y100L-6,1.5
4-72,6,A,960,8841,317,Y100L-6,1.5
4-72,6,D,1450,6677,1139,Y112M-4,4
4-72,6,D,1450,7650,1124,Y112M-4,4
4-72,6,D,1450,8578,1099,Y112M-4,4
4-72,6,D,1450,9551,1059,Y112M-4,4
4-72,6,D,1450,10478,999,Y112M-4,4
4-72,6,D,1450,11452,919,Y112M-4,4
4-72,6,D,1450,12379,836,Y112M-4,4
4-72,6,D,1450,13353,724,Y112M-4,4
4-72,6,D,960,4420,498,Y100L-6,1.5
4-72,6,D,960,5065,492,Y100L-6,1.5
4-72,6,D,960,5679,481,Y100L-6,1.5
4-72,6,D,960,6324,463,Y100L-6,1.5
4-72,6,D,960,6938,437,Y100L-6,1.5
4-72,6,D,960,7582,402,Y100L-6,1.5
4-72,6,D,960,8196,366,Y100L-6,1.5
4-72,6,D,960,8841,317,Y100L-6,1.5
4-72,8,D,1450,15826,2032,Y180M-4,18.5
4-72,8,D,1450,18134,2005,Y180M-4,18.5
4-72,8,D,1450,20332,1960,Y180M-4,18.5
4-72,8,D,1450,22640,1888,Y180M-4,18.5
4-72,8,D,1450,24838,1781,Y180M-4,18.5
4-72,8,D,1450,27146,1638,Y180M-4,18.5
4-72,8,D,1450,29344,1490,Y180M-4,18.5
4-72,8,D,960,10478,887,Y132M2-6,5.5
4-72,8,D,960,12006,875,Y132M2-6,5.5
4-72,8,D,960,13461,856,Y132M2-6,5.5
4-72,8,D,960,14989,825,Y132M2-6,5.5
4-72,8,D,960,16444,778,Y132M2-6,5.5
4-72,8,D,960,17972,715,Y132M2-6,5.5
4-72,8,D,960,19428,651,Y132M2-6,5.5
4-72,8,D,730,7968,512,Y132M-8,3
4-72,8,D,730,9130,506,Y132M-8,3
4-72,8,D,730,10236,494,Y132M-8,3
4-72,8,D,730,11398,476,Y132M-8,3
4-72,8,D,730,12504,449,Y132M-8,3
4-72,8,D,730,13666,413,Y132M-8,3
4-72,8,D,730,14773,376,Y132M-8,3
4-72,10,D,1450,40441,3202,Y250M-4,55
4-72,10,D,1450,44026,3159,Y250M-4,55
4-72,10,D,1450,47611,3032,Y250M-4,55
4-72,10,D,1450,50680,2884,Y250M-4,55
4-72,10,D,1450,53664,2722,Y250M-4,55
4-72,10,D,1450,56605,2532,Y250M-4,55
4-72,10,D,960,26775,1395,Y200L1-6,18.5
4-72,10,D,960,29148,1376,Y200L1-6,18.5
4-72,10,D,960,31521,1321,Y200L1-6,18.5
4-72,10,D,960,33554,1257,Y200L1-6,18.5
4-72,10,D,960,35529,1187,Y200L1-6,18.5
4-72,10,D,960,37476,1104,Y200L1-6,18.5
4-72,10,D,730,20360,805,Y160L-8,7.5
4-72,10,D,730,22164,794,Y160L-8,7.5
4-72,10,D,730,23969,762,Y160L-8,7.5
4-72,10,D,730,25515,725,Y160L-8,7.5
4-72,10,D,730,27017,685,Y160L-8,7.5
4-72,10,D,730,28497,637,Y160L-8,7.5
4-72,12,D,960,46267,2013,Y280S-6,45
4-72,12,D,960,50368,1986,Y280S-6,45
4-72,12,D,960,54469,1906,Y280S-6,45
4-72,12,D,960,57981,1814,Y280S-6,45
4-72,12,D,960,61395,1712,Y280S-6,45
4-72,12,D,960,64759,1593,Y280S-6,45
4-72,12,D,730,35182,1160,Y225S-8,18.5
4-72,12,D,730,38301,1145,Y225S-8,18.5
4-72,12,D,730,41419,1099,Y225S-8,18.5
4-72,12,D,730,44090,1046,Y225S-8,18.5
4-72,12,D,730,46685,987,Y225S-8,18.5
4-72,12,D,730,49244,919,Y225S-8,18.5
4-72,6,C,2240,10314,2734,Y160L-4,15
4-72,6,C,2240,11818,2698,Y160L-4,15
4-72,6,C,2240,13251,2637,Y160L-4,15
4-72,6,C,2240,14755,2541,Y160L-4,15
4-72,6,C,2240,16287,2396,Y160L-4,15
4-72,6,C,2240,17692,2202,Y160L-4,15
4-72,6,C,2240,19124,2004,Y160L-4,15
4-72,6,C,2240,20628,1733,Y160L-4,15
4-72,6,C,2000,9209,1760,Y160M-4,11
4-72,6,C,2000,10552,2147,Y160M-4,11
4-72,6,C,2000,11831,2099,Y160M-4,11
4-72,6,C,2000,13174,2022,Y160M-4,11
4-72,6,C,2000,14453,1907,Y160M-4,11
4-72,6,C,2000,15796,1753,Y160M-4,11
4-72,6,C,2000,17075,1595,Y160M-4,11
4-72,6,C,2000,18418,1380,Y160M-4,11
4-72,6,C,1800,8288,1760,Y132M-4,7.5
4-72,6,C,1800,9497,1736,Y132M-4,7.5
4-72,6,C,1800,10648,1697,Y132M-4,7.5
4-72,6,C,1800,11856,1635,Y132M-4,7.5
4-72,6,C,1800,13008,1542,Y132M-4,7.5
4-72,6,C,1800,14216,1418,Y132M-4,7.5
4-72,6,C,1800,15367,1291,Y132M-4,7.5
4-72,6,C,1800,16576,1116,Y132M-4,7.5
4-72,6,C,1600,7367,1389,Y132S-4,5.5
4-72,6,C,1600,8442,1370,Y132S-4,5.5
4-72,6,C,1600,9465,1339,Y132S-4,5.5
4-72,6,C,1600,10539,1291,Y132S-4,5.5
4-72,6,C,1600,11562,1217,Y132S-4,5.5
4-72,6,C,1600,12637,1119,Y132S-4,5.5
4-72,6,C,1600,13660,1019,Y132S-4,5.5
4-72,6,C,1600,14734,881,Y132S-4,5.5
4-72,6,C,1250,5756,846,Y100L2-4,3
4-72,6,C,1250,6595,835,Y100L2-4,3
4-72,6,C,1250,7395,816,Y100L2-4,3
4-72,6,C,1250,8234,786,Y100L2-4,3
4-72,6,C,1250,9033,742,Y100L2-4,3
4-72,6,C,1250,9873,682,Y100L2-4,3
4-72,6,C,1250,10672,621,Y100L2-4,3
4-72,6,C,1250,11511,537,Y100L2-4,3
4-72,6,C,1120,5157,679,Y100L1-4,2.2
4-72,6,C,1120,5909,670,Y100L1-4,2.2
4-72,6,C,1120,6626,655,Y100L1-4,2.2
4-72,6,C,1120,7378,631,Y100L1-4,2.2
4-72,6,C,1120,8094,595,Y100L1-4,2.2
4-72,6,C,1120,8846,547,Y100L1-4,2.2
4-72,6,C,1120,9562,498,Y100L1-4,2.2
4-72,6,C,1120,10314,431,Y100L1-4,2.2
4-72,6,C,1000,4605,541,Y100L1-4,2.2
4-72,6,C,1000,5276,534,Y100L1-4,2.2
4-72,6,C,1000,5916,522,Y100L1-4,2.2
4-72,6,C,1000,6587,503,Y100L1-4,2.2
4-72,6,C,1000,7227,474,Y100L1-4,2.2
4-72,6,C,1000,7898,436,Y100L1-4,2.2
4-72,6,C,1000,8538,397,Y100L1-4,2.2
4-72,6,C,1000,9209,344,Y100L1-4,2.2
4-72,6,C,900,4144,438,Y90L-4,1.5
4-72,6,C,900,4749,432,Y90L-4,1.5
4-72,6,C,900,5324,422,Y90L-4,1.5
4-72,6,C,900,5928,407,Y90L-4,1.5
4-72,6,C,900,6504,384,Y90L-4,1.5
4-72,6,C,900,7108,353,Y90L-4,1.5
4-72,6,C,900,7684,322,Y90L-4,1.5
4-72,6,C,900,8288,278,Y90L-4,1.5
4-72,6,C,800,3684,346,Y90S-4,1.1
4-72,6,C,800,4221,341,Y90S-4,1.1
4-72,6,C,800,4733,334,Y90S-4,1.1
4-72,6,C,800,5270,322,Y90S-4,1.1
4-72,6,C,800,5781,303,Y90S-4,1.1
4-72,6,C,800,6319,279,Y90S-4,1.1
4-72,6,C,800,6830,254,Y90S-4,1.1
4-72,6,C,800,7367,220,Y90S-4,1.1
4-72,8,C,1800,19646,3143,Y200L1-2,30
4-72,8,C,1800,22511,3101,Y200L1-2,30
4-72,8,C,1800,25240,3032,Y200L1-2,30
4-72,8,C,1800,28105,2920,Y200L2-2,37
4-72,8,C,1800,30834,2754,Y200L2-2,37
4-72,8,C,1800,33699,2531,Y200L2-2,37
4-72,8,C,1800,36427,2302,Y200L2-2,37
4-72,8,C,1600,17463,2478,Y180M-2,22
4-72,8,C,1600,20010,2445,Y180M-2,22
4-72,8,C,1600,22435,2390,Y180M-2,22
4-72,8,C,1600,24982,2303,Y200L1-2,30
4-72,8,C,1600,27408,2171,Y200L1-2,30
4-72,8,C,1600,29954,1996,Y200L1-2,30
4-72,8,C,1600,32380,1816,Y200L1-2,30
4-72,8,C,1250,13643,1507,Y160M-4,11
4-72,8,C,1250,15633,1487,Y160M-4,11
4-72,8,C,1250,17527,1454,Y160M-4,11
4-72,8,C,1250,19517,1401,Y160M-4,11
4-72,8,C,1250,21412,1321,Y160M-4,11
4-72,8,C,1250,23402,1215,Y160M-4,11
4-72,8,C,1250,25297,1106,Y160M-4,11
4-72,8,C,1120,12224,1209,Y132M-4,7.5
4-72,8,C,1120,14007,1193,Y132M-4,7.5
4-72,8,C,1120,15705,1166,Y132M-4,7.5
4-72,8,C,1120,17487,1124,Y160M-4,11
4-72,8,C,1120,19185,1060,Y160M-4,11
4-72,8,C,1120,20968,975,Y160M-4,11
4-72,8,C,1120,22666,881,Y160M-4,11
4-72,8,C,1000,10194,963,Y132S-4,5.5
4-72,8,C,1000,12506,950,Y132S-4,5.5
4-72,8,C,1000,14022,929,Y132S-4,5.5
4-72,8,C,1000,15614,895,Y132M-4,7.5
4-72,8,C,1000,17130,844,Y132M-4,7.5
4-72,8,C,1000,18721,777,Y132M-4,7.5
4-72,8,C,1000,20237,707,Y132M-4,7.5
4-72,8,C,900,9823,779,Y112M-4,4
4-72,8,C,900,11255,769,Y112M-4,4
4-72,8,C,900,12620,752,Y112M-4,4
4-72,8,C,900,14052,725,Y132S-4,5.5
4-72,8,C,900,15417,683,Y132S-4,5.5
4-72,8,C,900,16849,629,Y132S-4,5.5
4-72,8,C,900,18213,572,Y132S-4,5.5
4-72,8,C,800,8732,615,Y100L2-4,3
4-72,8,C,800,10005,607,Y100L2-4,3
4-72,8,C,800,11217,594,Y100L2-4,3
4-72,8,C,800,12491,572,Y100L2-4,3
4-72,8,C,800,13704,540,Y100L2-4,3
4-72,8,C,800,14977,496,Y100L2-4,3
4-72,8,C,800,16190,452,Y100L2-4,3
4-72,8,C,710,7749,485,Y100L1-4,2.2
4-72,8,C,710,8880,478,Y100L1-4,2.2
4-72,8,C,710,9956,468,Y100L1-4,2.2
4-72,8,C,710,11085,450,Y100L2-4,3
4-72,8,C,710,12162,425,Y100L2-4,3
4-72,8,C,710,13292,391,Y100L2-4,3
4-72,8,C,710,14368,356,Y100L2-4,3
4-72,8,C,630,6876,381,Y100L1-4,2.2
4-72,8,C,630,7879,376,Y100L1-4,2.2
4-72,8,C,630,8834,368,Y100L1-4,2.2
4-72,8,C,630,9837,355,Y100L1-4,2.2
4-72,8,C,630,10791,334,Y100L1-4,2.2
4-72,8,C,630,11794,308,Y100L1-4,2.2
4-72,8,C,630,12749,280,Y100L1-4,2.2
4-72,10,C,1250,34863,2373,Y225S-4,37
4-72,10,C,1250,37953,2341,Y225S-4,37
4-72,10,C,1250,41044,2247,Y225S-4,37
4-72,10,C,1250,43690,2138,Y225S-4,37
4-72,10,C,1250,46262,2018,Y225S-4,37
4-72,10,C,1250,48797,1877,Y225S-4,37
4-72,10,C,1120,31237,1902,Y200L-4,30
4-72,10,C,1120,34006,1877,Y200L-4,30
4-72,10,C,1120,36775,1801,Y200L-4,30
4-72,10,C,1120,39146,1714,Y200L-4,30
4-72,10,C,1120,41451,1618,Y200L-4,30
4-72,10,C,1120,43722,1505,Y200L-4,30
4-72,10,C,1000,27890,1514,Y180M-4,18.5
4-72,10,C,1000,30363,1494,Y180M-4,18.5
4-72,10,C,1000,32835,1434,Y180M-4,18.5
4-72,10,C,1000,34952,1364,Y180M-4,18.5
4-72,10,C,1000,37010,1288,Y180M-4,18.5
4-72,10,C,1000,39038,1199,Y180M-4,18.5
4-72,10,C,900,25101,1225,Y160L-4,15
4-72,10,C,900,27326,1209,Y160L-4,15
4-72,10,C,900,29551,1161,Y160L-4,15
4-72,10,C,900,31457,1104,Y160L-4,15
4-72,10,C,900,33309,1042,Y160L-4,15
4-72,10,C,900,35134,970,Y160L-4,15
4-72,10,C,800,22312,967,Y160M-4,11
4-72,10,C,800,24290,954,Y160M-4,11
4-72,10,C,800,26268,916,Y160M-4,11
4-72,10,C,800,27961,872,Y160M-4,11
4-72,10,C,800,29608,823,Y160M-4,11
4-72,10,C,800,31230,766,Y160M-4,11
4-72,10,C,710,19802,761,Y132M-4,7.5
4-72,10,C,710,21557,751,Y132M-4,7.5
4-72,10,C,710,23313,721,Y132M-4,7.5
4-72,10,C,710,24816,686,Y132M-4,7.5
4-72,10,C,710,26277,648,Y132M-4,7.5
4-72,10,C,710,27717,603,Y132M-4,7.5
4-72,10,C,630,17571,599,Y132S-4,5.5
4-72,10,C,630,19128,591,Y132S-4,5.5
4-72,10,C,630,20686,568,Y132S-4,5.5
4-72,10,C,630,22019,540,Y132S-4,5.5
4-72,10,C,630,23316,510,Y132S-4,5.5
4-72,10,C,630,24594,475,Y132S-4,5.5
4-72,10,C,560,15618,473,Y112M-4,4
4-72,10,C,560,17003,467,Y112M-4,4
4-72,10,C,560,18387,448,Y112M-4,4
4-72,10,C,560,19573,426,Y112M-4,4
4-72,10,C,560,20725,403,Y112M-4,4
4-72,10,C,560,21861,375,Y112M-4,4
4-72,10,C,500,13945,377,Y100L2-4,3
4-72,10,C,500,15181,382,Y100L2-4,3
4-72,10,C,500,16417,357,Y100L2-4,3
4-72,10,C,500,17476,340,Y100L2-4,3
4-72,10,C,500,18505,321,Y100L2-4,3
4-72,10,C,500,19519,299,Y100L2-4,3
4-72,12,C,1120,23978,2746,Y280S-4,75
4-72,12,C,1120,58763,2710,Y280S-4,75
4-72,12,C,1120,63548,2601,Y280S-4,75
4-72,12,C,1120,67645,2474,Y280S-4,75
4-72,12,C,1120,71627,2335,Y280S-4,75
4-72,12,C,1120,75552,2172,Y280S-4,75
4-72,12,C,1000,48195,2185,Y225M-4,45
4-72,12,C,1000,52467,2156,Y225M-4,45
4-72,12,C,1000,56739,2070,Y225M-4,45
4-72,12,C,1000,60397,1969,Y225M-4,45
4-72,12,C,1000,63953,1859,Y250M-4,55
4-72,12,C,1000,67457,1729,Y250M-4,55
4-72,12,C,900,43375,1767,Y250M-6,37
4-72,12,C,900,47220,1744,Y250M-6,37
4-72,12,C,900,51065,1674,Y250M-6,37
4-72,12,C,900,54375,1593,Y250M-6,37
4-72,12,C,900,57557,1504,Y250M-6,37
4-72,12,C,900,60712,1399,Y250M-6,37
4-72,12,C,800,38556,1395,Y200L2-6,22
4-72,12,C,800,41973,1367,Y200L2-6,22
4-72,12,C,800,45391,1321,Y225M-6,30
4-72,12,C,800,48317,1257,Y225M-6,30
4-72,12,C,800,51162,1187,Y225M-6,30
4-72,12,C,800,53966,1104,Y225M-6,30
4-72,12,C,710,34218,1097,Y200L1-6,18.5
4-72,12,C,710,37251,1083,Y200L1-6,18.5
4-72,12,C,710,40284,1040,Y200L1-6,18.5
4-72,12,C,710,42882,989,Y200L1-6,18.5
4-72,12,C,710,45406,934,Y200L1-6,18.5
4-72,12,C,710,47895,869,Y200L1-6,18.5
4-72,12,C,630,30362,863,Y180L-6,15
4-72,12,C,630,33054,852,Y180L-6,15
4-72,12,C,630,35745,818,Y180L-6,15
4-72,12,C,630,38050,778,Y180L-6,15
4-72,12,C,630,40290,735,Y180L-6,15
4-72,12,C,630,42498,684,Y180L-6,15
4-72,12,C,560,26989,682,Y160M-6,7.5
4-72,12,C,560,29381,673,Y160M-6,7.5
4-72,12,C,560,31774,646,Y160L-6,11
4-72,12,C,560,33822,615,Y160L-6,11
4-72,12,C,560,35813,580,Y160L-6,11
4-72,12,C,560,37776,540,Y160L-6,11
4-72,12,C,500,24097,543,Y160M-6,7.5
4-72,12,C,500,26233,536,Y160M-6,7.5
4-72,12,C,500,28369,515,Y160M-6,7.5
4-72,12,C,500,30198,490,Y160M-6,7.5
4-72,12,C,500,31976,462,Y160M-6,7.5
4-72,12,C,500,33728,430,Y160M-6,7.5
4-72,12,C,450,21687,440,Y132M1-6,4
4-72,12,C,450,23610,434,Y132M1-6,4
4-72,12,C,450,25532,417,Y132M2-6,5.5
4-72,12,C,450,27178,397,Y132M2-6,5.5
4-72,12,C,450,28778,374,Y132M2-6,5.5
4-72,12,C,450,30356,348,Y132M2-6,5.5
4-72,12,C,400,19278,347,Y132S-6,3
4-72,12,C,400,20986,343,Y132S-6,3
4-72,12,C,400,22695,329,Y132S-6,3
4-72,12,C,400,24158,313,Y132S-6,3
4-72,12,C,400,25581,296,Y132S-6,3
4-72,12,C,400,26983,275,Y132S-6,3
4-72,16,B,900,102810,3157,Y315L2-6,132
4-72,16,B,900,111930,3115,Y315L2-6,132
4-72,16,B,900,121040,2990,Y315M-6,160
4-72,16,B,900,128840,2844,Y315M-6,160
4-72,16,B,900,136430,2684,Y315M-6,160
4-72,16,B,900,143910,2497,Y315M-6,160
4-72,16,B,800,91392,2489,Y315S-6,110
4-72,16,B,800,99493,2456,Y315S-6,110
4-72,16,B,800,107590,2357,Y315S-6,110
4-72,16,B,800,114530,2242,Y315S-6,110
4-72,16,B,800,121270,2117,Y315S-6,110
4-72,16,B,800,127920,1969,Y315S-6,110
4-72,16,B,710,81110,1957,Y280M-6,75
4-72,16,B,710,88300,1931,Y280M-6,75
4-72,16,B,710,95490,1853,Y280M-6,75
4-72,16,B,710,101640,1763,Y280M-6,75
4-72,16,B,710,107630,1664,Y280M-6,75
4-72,16,B,710,113520,1549,Y280M-6,75
4-72,16,B,630,71971,1538,Y280M-6,55
4-72,16,B,630,78351,1518,Y280M-6,55
4-72,16,B,630,84730,1457,Y280M-6,55
4-72,16,B,630,90193,1386,Y280M-6,55
4-72,16,B,630,95503,1309,Y280M-6,55
4-72,16,B,630,100730,1218,Y280M-6,55
4-72,16,B,560,63974,1214,Y250M-6,37
4-72,16,B,560,69645,1198,Y250M-6,37
4-72,16,B,560,75316,1150,Y250M-6,37
4-72,16,B,560,80172,1094,Y250M-6,37
4-72,16,B,560,84892,1033,Y250M-6,37
4-72,16,B,560,89544,961,Y250M-6,37
4-72,16,B,500,57130,967,Y225M-6,30
4-72,16,B,500,62183,954,Y225M-6,30
4-72,16,B,500,67246,916,Y225M-6,30
4-72,16,B,500,71582,872,Y225M-6,30
4-72,16,B,500,75796,823,Y225M-6,30
4-72,16,B,500,79950,766,Y225M-6,30
4-72,16,B,450,51408,783,Y200L1-6,18.5
4-72,16,B,450,55965,773,Y200L1-6,18.5
4-72,16,B,450,60521,742,Y200L1-6,18.5
4-72,16,B,450,64423,706,Y200L1-6,18.5
4-72,16,B,450,68216,666,Y200L1-6,18.5
4-72,16,B,450,71955,620,Y200L1-6,18.5
4-72,16,B,400,45696,618,Y180L-6,15
4-72,16,B,400,49746,610,Y180L-6,15
4-72,16,B,400,53797,586,Y180L-6,15
4-72,16,B,400,57265,557,Y180L-6,15
4-72,16,B,400,60637,526,Y180L-6,15
4-72,16,B,400,63960,490,Y180L-6,15
4-72,16,B,355,40555,487,Y160L-6,11
4-72,16,B,355,44150,480,Y160L-6,11
4-72,16,B,355,47745,461,Y160L-6,11
4-72,16,B,355,50823,439,Y160L-6,11
4-72,16,B,355,53815,414,Y160L-6,11
4-72,16,B,355,56764,386,Y160L-6,11
4-72,16,B,315,35985,383,Y160M-6,7.5
4-72,16,B,315,39175,378,Y160M-6,7.5
4-72,16,B,315,42365,363,Y160M-6,7.5
4-72,16,B,315,45096,345,Y160M-6,7.5
4-72,16,B,315,47751,326,Y160M-6,7.5
4-72,16,B,315,50368,303,Y160M-6,7.5
4-72,20,B,710,158410,3069,Y355-8,220
4-72,20,B,710,172560,3029,Y355-8,220
4-72,20,B,710,186500,2907,Y355-8,220
4-72,20,B,710,198520,2765,Y355-8,220
4-72,20,B,710,210210,2609,Y355-8,220
4-72,20,B,710,221730,2427,Y355-8,220
4-72,20,B,630,140560,2411,Y355-8,160
4-72,20,B,630,153020,2379,Y355-8,160
4-72,20,B,630,165480,2284,Y355-8,160
4-72,20,B,630,176150,2172,Y355-8,160
4-72,20,B,630,186530,2050,Y355-8,160
4-72,20,B,630,196750,1908,Y355-8,160
4-72,20,B,560,111560,1514,Y315L2-8,110
4-72,20,B,560,121450,1494,Y315L2-8,110
4-72,20,B,560,131340,1434,Y315L2-8,110
4-72,20,B,560,139800,1364,Y315L2-8,110
4-72,20,B,560,148040,1288,Y315L2-8,110
4-72,20,B,560,156150,1199,Y315L2-8,110
4-72,20,B,450,100400,1225,Y3115S-8,50
4-72,20,B,450,109300,1209,Y3115S-8,50
4-72,20,B,450,118200,1161,Y3115S-8,50
4-72,20,B,450,125820,1104,Y3115S-8,50
4-72,20,B,450,133230,1042,Y3115S-8,50
4-72,20,B,450,140530,970,Y3115S-8,50
4-72,20,B,400,89250,967,Y280S-8,37
4-72,20,B,400,97161,954,Y280S-8,37
4-72,20,B,400,105070,916,Y280S-8,37
4-72,20,B,400,111840,872,Y280S-8,37
4-72,20,B,400,118430,823,Y280S-8,37
4-72,20,B,400,124920,766,Y280S-8,37
4-72,20,B,355,79209,761,Y250M-8,30
4-72,20,B,355,86230,751,Y250M-8,30
4-72,20,B,355,93252,721,Y250M-8,30
4-72,20,B,355,99264,686,Y250M-8,30
4-72,20,B,355,105100,648,Y250M-8,30
4-72,20,B,355,110860,603,Y250M-8,30
4-72,20,B,315,62475,473,Y200L-8,15
4-72,20,B,315,68013,467,Y200L-8,15
4-72,20,B,315,73551,448,Y200L-8,15
4-72,20,B,315,78293,426,Y200L-8,15
4-72,20,B,315,82902,403,Y200L-8,15
4-72,20,B,315,87445,375,Y200L-8,15
4-72,20,B,250,55781,377,Y180L-8,11
4-72,20,B,250,60726,372,Y180L-8,11
4-72,20,B,250,65670,357,Y180L-8,11
4-72,20,B,250,69904,340,Y180L-8,11
4-72,20,B,250,74020,321,Y180L-8,11
4-72,20,B,250,78076,299,Y180L-8,11
T4-72,3,A,2900,1588,1142,Y90S-2,1.5
T4-72,3,A,2900,1797,1124,Y90S-2,1.5
T4-72,3,A,2900,2005,1097,Y90S-2,1.5
